Ticket_ID,Agent_ID,Customer_ID,Issue_Type,Channel,Created_Date,First_Response_Date,Resolved_Date,Escalated,Satisfaction_Score
TCKT00383,Agent_8,CUST9951,Payment Failure,Chat,2025-05-29 10:04:37,2025-05-29 13:44:37,2025-05-29 19:44:37,Y,2
TCKT00384,Agent_8,CUST5305,Bug Report,Email,2025-01-30 12:28:35,2025-01-30 13:54:35,2025-01-30 18:54:35,N,1
TCKT00385,Agent_4,CUST6744,Account Suspension,Phone,2025-01-16 21:56:03,2025-01-17 01:24:03,2025-01-18 08:24:03,N,2
TCKT00386,Agent_4,CUST4390,Login Issue,Phone,2025-03-04 12:53:42,2025-03-04 15:40:42,2025-03-05 09:40:42,N,5
TCKT00387,Agent_3,CUST6302,Bug Report,Chat,2025-03-19 22:07:12,2025-03-19 23:28:12,2025-03-22 20:28:12,N,5
TCKT00388,Agent_3,CUST7743,Login Issue,Chat,2025-03-19 02:09:40,2025-03-19 06:09:40,2025-03-19 19:09:40,Y,2
TCKT00389,Agent_6,CUST5055,Feature Request,Chat,2025-01-26 03:00:10,2025-01-26 04:13:10,2025-01-26 23:13:10,Y,5
TCKT00390,Agent_7,CUST7146,Feature Request,Email,2025-06-01 12:25:52,2025-06-01 15:16:52,2025-06-03 02:16:52,Y,4
TCKT00391,Agent_6,CUST8449,Feature Request,Chat,2025-03-03 11:51:05,2025-03-03 14:12:05,2025-03-05 02:12:05,Y,1
TCKT00392,Agent_6,CUST2037,Account Suspension,Chat,2025-06-08 20:33:24,2025-06-08 23:50:24,2025-06-11 10:50:24,Y,4
TCKT00393,Agent_8,CUST5399,Bug Report,Chat,2024-12-27 00:07:44,2024-12-27 03:48:44,2024-12-28 07:48:44,N,5
TCKT00394,Agent_10,CUST8951,Bug Report,Phone,2025-01-16 14:07:58,2025-01-16 16:44:58,2025-01-17 09:44:58,Y,1
TCKT00395,Agent_1,CUST3035,Payment Failure,Chat,2025-02-27 05:00:39,2025-02-27 05:35:39,2025-03-01 16:35:39,N,1
TCKT00396,Agent_3,CUST5945,Payment Failure,Chat,2024-12-16 00:54:47,2024-12-16 02:53:47,2024-12-17 04:53:47,Y,3
TCKT00397,Agent_6,CUST3711,Login Issue,Chat,2025-03-01 10:21:56,2025-03-01 11:35:56,2025-03-01 22:35:56,N,2
TCKT00398,Agent_2,CUST1017,Payment Failure,Chat,2025-02-05 02:48:14,2025-02-05 04:47:14,2025-02-05 16:47:14,Y,2
TCKT00399,Agent_9,CUST8291,Login Issue,Email,2025-06-13 12:45:19,2025-06-13 15:26:19,2025-06-14 20:26:19,N,1
TCKT00400,Agent_3,CUST8826,Login Issue,Email,2025-05-16 20:54:07,2025-05-17 00:44:07,2025-05-19 07:44:07,N,1
TCKT00401,Agent_2,CUST6133,Bug Report,Chat,2025-05-17 01:50:10,2025-05-17 05:07:10,2025-05-17 19:07:10,Y,4
TCKT00402,Agent_3,CUST2120,Account Suspension,Phone,2025-03-13 23:21:39,2025-03-14 02:49:39,2025-03-14 20:49:39,Y,5
TCKT00403,Agent_8,CUST6753,Payment Failure,Phone,2025-02-09 00:13:33,2025-02-09 03:09:33,2025-02-10 01:09:33,Y,4
TCKT00404,Agent_4,CUST2420,Login Issue,Email,2025-03-07 18:13:33,2025-03-07 21:00:33,2025-03-10 06:00:33,Y,5
TCKT00405,Agent_6,CUST8035,Bug Report,Email,2025-04-29 21:13:12,2025-04-30 00:29:12,2025-05-02 02:29:12,Y,3
TCKT00406,Agent_4,CUST5668,Login Issue,Phone,2025-05-06 11:16:11,2025-05-06 14:11:11,2025-05-07 01:11:11,N,2
TCKT00407,Agent_4,CUST7418,Bug Report,Phone,2025-05-16 17:35:51,2025-05-16 19:57:51,2025-05-19 13:57:51,Y,2
TCKT00408,Agent_2,CUST4949,Feature Request,Phone,2025-04-02 12:56:11,2025-04-02 15:12:11,2025-04-04 17:12:11,Y,5
TCKT00409,Agent_6,CUST6185,Payment Failure,Chat,2025-04-23 03:24:43,2025-04-23 07:21:43,2025-04-23 09:21:43,N,3
TCKT00410,Agent_8,CUST2195,Login Issue,Phone,2025-05-04 02:53:36,2025-05-04 05:22:36,2025-05-05 04:22:36,Y,1
TCKT00411,Agent_1,CUST1990,Feature Request,Phone,2025-03-20 02:55:17,2025-03-20 04:12:17,2025-03-21 08:12:17,N,5
TCKT00412,Agent_7,CUST7590,Login Issue,Phone,2025-01-14 16:16:25,2025-01-14 19:42:25,2025-01-17 01:42:25,Y,3
TCKT00413,Agent_2,CUST9377,Payment Failure,Email,2025-01-21 11:51:23,2025-01-21 12:22:23,2025-01-23 04:22:23,N,4
TCKT00414,Agent_5,CUST8167,Payment Failure,Email,2025-02-11 05:37:37,2025-02-11 08:17:37,2025-02-11 17:17:37,Y,1
TCKT00415,Agent_8,CUST1901,Bug Report,Phone,2025-01-26 21:25:40,2025-01-26 23:26:40,2025-01-27 14:26:40,Y,1
TCKT00416,Agent_1,CUST3684,Feature Request,Chat,2024-12-26 23:25:12,2024-12-26 23:38:12,2024-12-27 17:38:12,N,2
TCKT00417,Agent_5,CUST2934,Login Issue,Chat,2025-04-07 02:02:38,2025-04-07 03:47:38,2025-04-07 20:47:38,N,3
TCKT00418,Agent_5,CUST2262,Feature Request,Chat,2025-05-07 11:39:07,2025-05-07 14:03:07,2025-05-07 23:03:07,N,1
TCKT00419,Agent_6,CUST3577,Bug Report,Email,2025-03-30 21:40:52,2025-03-30 23:57:52,2025-03-31 21:57:52,Y,2
TCKT00420,Agent_1,CUST1721,Login Issue,Email,2024-12-27 10:57:04,2024-12-27 14:16:04,2024-12-30 08:16:04,Y,4
TCKT00421,Agent_3,CUST3932,Login Issue,Phone,2025-05-09 20:41:13,2025-05-09 22:24:13,2025-05-12 00:24:13,N,2
TCKT00422,Agent_7,CUST6241,Bug Report,Email,2025-02-14 12:22:21,2025-02-14 13:54:21,2025-02-15 21:54:21,N,1
TCKT00423,Agent_3,CUST4656,Account Suspension,Email,2024-12-26 17:16:40,2024-12-26 19:34:40,2024-12-27 02:34:40,N,1
TCKT00424,Agent_5,CUST6090,Bug Report,Email,2024-12-25 08:32:54,2024-12-25 12:26:54,2024-12-28 00:26:54,N,1
TCKT00425,Agent_5,CUST5979,Account Suspension,Email,2025-04-08 01:19:59,2025-04-08 03:03:59,2025-04-09 05:03:59,N,3
TCKT00426,Agent_4,CUST9954,Payment Failure,Email,2025-03-18 04:51:49,2025-03-18 07:32:49,2025-03-20 23:32:49,Y,4
TCKT00427,Agent_9,CUST6675,Login Issue,Chat,2025-03-23 06:19:15,2025-03-23 06:35:15,2025-03-24 12:35:15,Y,4
TCKT00428,Agent_2,CUST4361,Account Suspension,Email,2025-06-12 03:31:22,2025-06-12 07:18:22,2025-06-13 23:18:22,N,4
TCKT00429,Agent_5,CUST2524,Login Issue,Email,2025-05-30 04:49:51,2025-05-30 05:14:51,2025-05-31 00:14:51,N,3
TCKT00430,Agent_10,CUST2565,Account Suspension,Email,2025-03-28 18:05:43,2025-03-28 20:12:43,2025-03-29 07:12:43,N,1
TCKT00431,Agent_7,CUST3141,Payment Failure,Chat,2025-01-15 04:33:28,2025-01-15 07:14:28,2025-01-15 15:14:28,N,3
TCKT00432,Agent_6,CUST6211,Feature Request,Chat,2024-12-26 15:56:46,2024-12-26 19:31:46,2024-12-28 22:31:46,Y,1
TCKT00433,Agent_10,CUST2785,Payment Failure,Email,2025-03-24 05:31:14,2025-03-24 06:32:14,2025-03-25 00:32:14,Y,4
TCKT00434,Agent_7,CUST2978,Account Suspension,Chat,2024-12-31 04:12:53,2024-12-31 06:21:53,2025-01-01 23:21:53,Y,4
TCKT00435,Agent_5,CUST2964,Login Issue,Email,2025-05-29 22:24:43,2025-05-29 23:52:43,2025-06-01 11:52:43,N,5
TCKT00436,Agent_6,CUST3430,Login Issue,Phone,2025-01-20 16:52:31,2025-01-20 17:12:31,2025-01-21 21:12:31,Y,3
TCKT00437,Agent_1,CUST5896,Bug Report,Email,2024-12-28 22:12:03,2024-12-29 00:03:03,2024-12-31 18:03:03,Y,4
TCKT00438,Agent_9,CUST5093,Login Issue,Chat,2025-04-10 03:55:58,2025-04-10 07:43:58,2025-04-12 17:43:58,Y,2
TCKT00439,Agent_1,CUST4641,Payment Failure,Email,2024-12-28 19:35:20,2024-12-28 20:16:20,2024-12-28 22:16:20,N,3
TCKT00440,Agent_10,CUST5240,Login Issue,Email,2025-04-25 17:35:12,2025-04-25 20:40:12,2025-04-26 07:40:12,Y,2
TCKT00441,Agent_3,CUST2506,Bug Report,Email,2025-05-31 23:14:12,2025-06-01 02:09:12,2025-06-03 11:09:12,Y,4
TCKT00442,Agent_10,CUST8096,Feature Request,Chat,2025-01-30 06:59:52,2025-01-30 07:21:52,2025-01-31 05:21:52,Y,4
TCKT00443,Agent_3,CUST6799,Payment Failure,Email,2025-03-04 00:35:55,2025-03-04 03:39:55,2025-03-06 10:39:55,N,3
TCKT00444,Agent_1,CUST5026,Bug Report,Chat,2025-01-07 21:34:49,2025-01-07 23:38:49,2025-01-08 19:38:49,N,5
TCKT00445,Agent_2,CUST5583,Feature Request,Email,2025-06-06 11:54:28,2025-06-06 14:06:28,2025-06-06 22:06:28,N,2
TCKT00446,Agent_4,CUST9907,Login Issue,Chat,2025-04-05 05:44:53,2025-04-05 08:38:53,2025-04-08 04:38:53,N,4
TCKT00447,Agent_6,CUST9231,Bug Report,Chat,2025-02-01 10:18:54,2025-02-01 12:47:54,2025-02-04 03:47:54,N,2
TCKT00448,Agent_10,CUST4588,Login Issue,Chat,2025-04-07 00:49:36,2025-04-07 01:05:36,2025-04-08 18:05:36,Y,4
TCKT00449,Agent_10,CUST4813,Payment Failure,Email,2025-04-10 01:31:42,2025-04-10 03:56:42,2025-04-12 01:56:42,Y,2
TCKT00450,Agent_1,CUST4594,Account Suspension,Chat,2024-12-23 08:04:40,2024-12-23 09:22:40,2024-12-26 06:22:40,N,2
TCKT00451,Agent_10,CUST6210,Bug Report,Phone,2025-04-14 21:23:43,2025-04-14 22:18:43,2025-04-16 05:18:43,Y,3
TCKT00452,Agent_10,CUST4084,Feature Request,Phone,2024-12-31 12:56:19,2024-12-31 15:31:19,2025-01-01 10:31:19,N,2
TCKT00453,Agent_2,CUST1920,Payment Failure,Phone,2025-03-07 00:35:52,2025-03-07 02:50:52,2025-03-07 07:50:52,Y,1
TCKT00454,Agent_1,CUST6435,Account Suspension,Email,2025-04-22 06:26:57,2025-04-22 08:50:57,2025-04-24 22:50:57,Y,3
TCKT00455,Agent_6,CUST1975,Login Issue,Email,2025-04-07 22:58:42,2025-04-08 02:11:42,2025-04-09 01:11:42,Y,1
TCKT00456,Agent_6,CUST2188,Bug Report,Phone,2025-04-04 09:01:00,2025-04-04 12:47:00,2025-04-07 08:47:00,N,5
TCKT00457,Agent_5,CUST6285,Payment Failure,Email,2025-03-27 03:12:44,2025-03-27 03:47:44,2025-03-28 23:47:44,N,4
TCKT00458,Agent_3,CUST6846,Payment Failure,Phone,2025-02-15 01:15:31,2025-02-15 04:11:31,2025-02-16 21:11:31,Y,4
TCKT00459,Agent_3,CUST3911,Login Issue,Phone,2025-06-15 02:54:54,2025-06-15 04:22:54,2025-06-16 18:22:54,N,5
TCKT00460,Agent_10,CUST6213,Account Suspension,Email,2025-02-04 06:07:28,2025-02-04 06:25:28,2025-02-05 06:25:28,Y,4
TCKT00461,Agent_2,CUST4899,Bug Report,Chat,2025-01-24 06:47:06,2025-01-24 07:33:06,2025-01-26 02:33:06,Y,1
TCKT00462,Agent_8,CUST1186,Bug Report,Email,2025-04-24 16:01:03,2025-04-24 19:41:03,2025-04-26 14:41:03,Y,1
TCKT00463,Agent_2,CUST1020,Login Issue,Chat,2025-05-03 16:33:50,2025-05-03 18:12:50,2025-05-05 03:12:50,N,4
TCKT00464,Agent_8,CUST7204,Bug Report,Phone,2025-02-14 15:04:16,2025-02-14 15:56:16,2025-02-16 20:56:16,N,1
TCKT00465,Agent_10,CUST4695,Payment Failure,Chat,2025-01-30 23:13:31,2025-01-31 02:55:31,2025-02-02 16:55:31,Y,1
TCKT00466,Agent_6,CUST5278,Login Issue,Email,2025-02-05 04:43:18,2025-02-05 06:08:18,2025-02-05 09:08:18,N,2
TCKT00467,Agent_3,CUST2228,Account Suspension,Email,2025-03-02 11:21:50,2025-03-02 15:18:50,2025-03-04 16:18:50,N,5
TCKT00468,Agent_1,CUST8066,Payment Failure,Phone,2025-01-10 00:48:19,2025-01-10 03:35:19,2025-01-12 17:35:19,N,2
TCKT00469,Agent_6,CUST4367,Payment Failure,Chat,2025-04-25 01:10:17,2025-04-25 01:33:17,2025-04-25 14:33:17,N,3
TCKT00470,Agent_2,CUST1813,Feature Request,Phone,2025-04-19 23:07:12,2025-04-20 00:33:12,2025-04-21 07:33:12,N,2
TCKT00471,Agent_1,CUST8005,Login Issue,Chat,2025-02-11 20:57:21,2025-02-11 21:20:21,2025-02-13 20:20:21,N,2
TCKT00472,Agent_4,CUST3798,Bug Report,Email,2025-03-14 09:41:21,2025-03-14 10:15:21,2025-03-14 14:15:21,N,1
TCKT00473,Agent_8,CUST9013,Bug Report,Email,2025-02-15 00:21:39,2025-02-15 01:49:39,2025-02-17 04:49:39,N,2
TCKT00474,Agent_6,CUST4056,Feature Request,Email,2025-06-14 00:24:27,2025-06-14 02:08:27,2025-06-16 03:08:27,N,4
TCKT00475,Agent_4,CUST5400,Account Suspension,Email,2025-05-10 14:48:38,2025-05-10 16:57:38,2025-05-12 02:57:38,Y,1
TCKT00476,Agent_9,CUST7782,Account Suspension,Email,2025-06-15 07:42:22,2025-06-15 08:13:22,2025-06-17 05:13:22,Y,4
TCKT00477,Agent_7,CUST9773,Feature Request,Phone,2024-12-29 16:56:37,2024-12-29 20:35:37,2025-01-01 15:35:37,Y,4
TCKT00478,Agent_7,CUST1568,Account Suspension,Phone,2024-12-17 10:16:53,2024-12-17 11:42:53,2024-12-17 22:42:53,Y,1
TCKT00479,Agent_3,CUST3738,Payment Failure,Email,2025-03-14 14:38:01,2025-03-14 18:01:01,2025-03-17 04:01:01,Y,1
TCKT00480,Agent_7,CUST4308,Payment Failure,Phone,2025-04-15 05:40:48,2025-04-15 07:38:48,2025-04-15 18:38:48,N,3
TCKT00481,Agent_2,CUST7358,Account Suspension,Chat,2025-04-03 22:36:31,2025-04-04 01:52:31,2025-04-04 10:52:31,N,3
TCKT00482,Agent_1,CUST9561,Feature Request,Email,2025-01-04 00:48:53,2025-01-04 03:11:53,2025-01-06 14:11:53,N,2
TCKT00483,Agent_2,CUST2654,Bug Report,Phone,2024-12-29 20:17:16,2024-12-29 21:04:16,2024-12-30 10:04:16,N,4
TCKT00484,Agent_8,CUST8750,Login Issue,Email,2025-03-30 00:25:34,2025-03-30 01:42:34,2025-04-01 03:42:34,N,4
TCKT00485,Agent_1,CUST7484,Bug Report,Phone,2025-01-26 00:14:21,2025-01-26 01:00:21,2025-01-28 05:00:21,Y,1
TCKT00486,Agent_5,CUST7102,Login Issue,Chat,2025-03-23 20:27:42,2025-03-23 23:47:42,2025-03-26 12:47:42,N,3
TCKT00487,Agent_2,CUST4734,Payment Failure,Chat,2025-02-05 02:47:30,2025-02-05 04:08:30,2025-02-07 19:08:30,N,3
TCKT00488,Agent_10,CUST2462,Payment Failure,Chat,2025-01-10 08:09:38,2025-01-10 09:27:38,2025-01-12 15:27:38,Y,4
TCKT00489,Agent_9,CUST7126,Login Issue,Phone,2025-06-14 20:10:20,2025-06-14 23:29:20,2025-06-17 14:29:20,Y,1
TCKT00490,Agent_7,CUST3222,Account Suspension,Phone,2025-02-21 09:22:02,2025-02-21 10:51:02,2025-02-24 03:51:02,Y,2
TCKT00491,Agent_1,CUST5087,Login Issue,Chat,2025-06-04 15:59:34,2025-06-04 16:58:34,2025-06-05 18:58:34,Y,3
TCKT00492,Agent_5,CUST7035,Feature Request,Phone,2024-12-28 23:27:32,2024-12-29 02:37:32,2024-12-30 04:37:32,N,1
TCKT00493,Agent_4,CUST7102,Feature Request,Phone,2025-06-04 08:33:52,2025-06-04 11:37:52,2025-06-04 15:37:52,N,2
TCKT00494,Agent_10,CUST6730,Bug Report,Email,2025-02-01 01:18:58,2025-02-01 05:10:58,2025-02-03 18:10:58,N,1
TCKT00495,Agent_7,CUST1813,Payment Failure,Phone,2025-02-25 08:59:21,2025-02-25 10:21:21,2025-02-25 14:21:21,Y,2
TCKT00496,Agent_4,CUST5408,Feature Request,Phone,2025-02-08 23:00:21,2025-02-09 01:55:21,2025-02-10 06:55:21,Y,1
TCKT00497,Agent_3,CUST1138,Payment Failure,Chat,2025-01-15 06:01:18,2025-01-15 08:12:18,2025-01-16 01:12:18,N,3
TCKT00498,Agent_6,CUST8520,Bug Report,Email,2025-03-10 16:57:23,2025-03-10 18:55:23,2025-03-12 19:55:23,N,3
TCKT00499,Agent_10,CUST7506,Account Suspension,Email,2025-05-26 12:24:05,2025-05-26 15:27:05,2025-05-29 10:27:05,Y,5
TCKT00500,Agent_9,CUST5631,Bug Report,Phone,2025-03-31 02:26:51,2025-03-31 05:25:51,2025-04-02 05:25:51,Y,4
TCKT00501,Agent_5,CUST6327,Bug Report,Chat,2025-05-01 05:36:07,2025-05-01 06:02:07,2025-05-03 02:02:07,N,2
TCKT00502,Agent_4,CUST1930,Account Suspension,Chat,2025-02-12 08:42:01,2025-02-12 09:30:01,2025-02-15 04:30:01,N,2
TCKT00503,Agent_8,CUST5843,Bug Report,Chat,2025-04-13 09:29:35,2025-04-13 12:43:35,2025-04-13 16:43:35,N,4
TCKT00504,Agent_10,CUST4111,Bug Report,Phone,2025-05-21 08:13:36,2025-05-21 11:31:36,2025-05-21 16:31:36,Y,5
TCKT00505,Agent_6,CUST9311,Bug Report,Email,2025-04-21 14:37:07,2025-04-21 17:30:07,2025-04-24 06:30:07,Y,3
TCKT00506,Agent_3,CUST5237,Account Suspension,Email,2025-03-28 07:54:38,2025-03-28 08:28:38,2025-03-30 21:28:38,N,1
TCKT00507,Agent_4,CUST6031,Feature Request,Chat,2024-12-17 03:19:35,2024-12-17 04:25:35,2024-12-19 02:25:35,N,3
TCKT00508,Agent_8,CUST2929,Feature Request,Email,2025-04-24 07:20:11,2025-04-24 09:59:11,2025-04-25 23:59:11,Y,4
TCKT00509,Agent_9,CUST2963,Feature Request,Phone,2025-05-23 06:50:58,2025-05-23 10:47:58,2025-05-24 11:47:58,N,4
TCKT00510,Agent_3,CUST4281,Bug Report,Chat,2025-04-02 07:30:08,2025-04-02 07:53:08,2025-04-03 03:53:08,N,2
TCKT00511,Agent_2,CUST8988,Bug Report,Phone,2025-02-11 18:04:27,2025-02-11 19:34:27,2025-02-12 19:34:27,Y,3
TCKT00512,Agent_1,CUST8406,Bug Report,Email,2025-06-14 13:09:58,2025-06-14 16:01:58,2025-06-15 00:01:58,Y,5
TCKT00513,Agent_8,CUST2442,Payment Failure,Phone,2025-04-23 10:29:01,2025-04-23 13:54:01,2025-04-24 10:54:01,N,4
TCKT00514,Agent_8,CUST7280,Login Issue,Email,2025-01-04 17:36:59,2025-01-04 19:29:59,2025-01-07 02:29:59,Y,3
TCKT00515,Agent_9,CUST4122,Login Issue,Phone,2025-06-15 22:35:57,2025-06-15 22:48:57,2025-06-17 16:48:57,Y,2
TCKT00516,Agent_5,CUST3112,Login Issue,Chat,2025-06-04 03:14:11,2025-06-04 04:21:11,2025-06-06 01:21:11,N,2
TCKT00517,Agent_5,CUST5764,Feature Request,Phone,2025-01-10 16:42:37,2025-01-10 17:08:37,2025-01-10 23:08:37,N,4
TCKT00518,Agent_6,CUST9031,Bug Report,Email,2025-02-04 23:22:07,2025-02-05 03:19:07,2025-02-05 21:19:07,Y,4
TCKT00519,Agent_4,CUST3149,Payment Failure,Phone,2025-01-07 00:48:17,2025-01-07 01:02:17,2025-01-08 07:02:17,Y,5
TCKT00520,Agent_2,CUST7006,Login Issue,Chat,2025-06-06 09:13:48,2025-06-06 11:32:48,2025-06-07 09:32:48,N,5
TCKT00521,Agent_10,CUST1785,Login Issue,Phone,2025-01-05 09:41:31,2025-01-05 12:30:31,2025-01-05 19:30:31,Y,1
TCKT00522,Agent_7,CUST8279,Feature Request,Email,2025-05-08 18:46:51,2025-05-08 21:52:51,2025-05-09 12:52:51,N,4
TCKT00523,Agent_4,CUST1152,Bug Report,Chat,2025-04-02 01:04:38,2025-04-02 04:13:38,2025-04-03 00:13:38,Y,5
TCKT00524,Agent_7,CUST2718,Account Suspension,Phone,2025-01-14 19:18:29,2025-01-14 20:37:29,2025-01-15 14:37:29,Y,3
TCKT00525,Agent_8,CUST4254,Account Suspension,Email,2025-02-06 12:06:10,2025-02-06 12:45:10,2025-02-07 02:45:10,N,5
TCKT00526,Agent_7,CUST5839,Payment Failure,Email,2025-02-08 07:56:51,2025-02-08 08:57:51,2025-02-10 06:57:51,N,2
TCKT00527,Agent_6,CUST4842,Login Issue,Email,2025-04-12 01:34:46,2025-04-12 04:40:46,2025-04-14 18:40:46,Y,1
TCKT00528,Agent_3,CUST2475,Account Suspension,Email,2025-01-25 12:28:25,2025-01-25 16:11:25,2025-01-28 08:11:25,Y,3
TCKT00529,Agent_8,CUST5850,Bug Report,Chat,2025-05-03 23:11:00,2025-05-04 02:05:00,2025-05-05 08:05:00,Y,1
TCKT00530,Agent_1,CUST5760,Bug Report,Phone,2025-02-20 04:48:22,2025-02-20 08:26:22,2025-02-21 07:26:22,N,4
TCKT00531,Agent_2,CUST1751,Login Issue,Email,2025-01-24 03:42:02,2025-01-24 07:01:02,2025-01-24 22:01:02,Y,3
TCKT00532,Agent_10,CUST5395,Login Issue,Chat,2025-04-28 02:50:13,2025-04-28 04:31:13,2025-04-30 13:31:13,N,2
TCKT00533,Agent_7,CUST8479,Bug Report,Chat,2025-04-17 18:37:53,2025-04-17 19:16:53,2025-04-19 23:16:53,N,4
TCKT00534,Agent_2,CUST3171,Login Issue,Email,2025-05-30 05:43:48,2025-05-30 08:39:48,2025-05-31 06:39:48,Y,4
TCKT00535,Agent_10,CUST8178,Payment Failure,Phone,2025-02-04 21:07:20,2025-02-04 23:48:20,2025-02-07 13:48:20,N,3
TCKT00536,Agent_3,CUST8914,Feature Request,Email,2025-03-23 18:14:42,2025-03-23 21:00:42,2025-03-24 01:00:42,N,4
TCKT00537,Agent_5,CUST6148,Login Issue,Phone,2025-03-20 11:35:30,2025-03-20 11:56:30,2025-03-20 20:56:30,Y,3
TCKT00538,Agent_10,CUST2560,Feature Request,Phone,2025-02-02 09:10:41,2025-02-02 11:32:41,2025-02-05 06:32:41,Y,4
TCKT00539,Agent_3,CUST1894,Login Issue,Phone,2025-06-09 10:02:31,2025-06-09 11:40:31,2025-06-11 13:40:31,Y,5
TCKT00540,Agent_8,CUST3709,Login Issue,Chat,2025-06-09 23:11:46,2025-06-10 02:58:46,2025-06-12 15:58:46,N,2
TCKT00541,Agent_1,CUST9305,Payment Failure,Phone,2025-05-28 21:59:50,2025-05-28 23:33:50,2025-05-30 11:33:50,N,4
TCKT00542,Agent_2,CUST8521,Feature Request,Phone,2024-12-25 11:36:30,2024-12-25 15:15:30,2024-12-26 22:15:30,N,1
TCKT00543,Agent_8,CUST6178,Login Issue,Chat,2025-01-02 13:00:37,2025-01-02 16:49:37,2025-01-05 08:49:37,Y,1
TCKT00544,Agent_1,CUST9996,Login Issue,Email,2025-04-17 18:50:53,2025-04-17 20:43:53,2025-04-20 01:43:53,N,5
TCKT00545,Agent_8,CUST6584,Bug Report,Email,2025-03-07 20:52:28,2025-03-07 23:25:28,2025-03-09 02:25:28,Y,4
TCKT00546,Agent_10,CUST8751,Bug Report,Phone,2025-05-25 15:54:38,2025-05-25 17:28:38,2025-05-28 17:28:38,N,1
TCKT00547,Agent_1,CUST6592,Bug Report,Phone,2025-02-07 08:17:29,2025-02-07 08:51:29,2025-02-08 13:51:29,N,5
TCKT00548,Agent_2,CUST1750,Payment Failure,Chat,2024-12-24 04:19:39,2024-12-24 06:42:39,2024-12-26 06:42:39,Y,4
TCKT00549,Agent_10,CUST4209,Payment Failure,Email,2024-12-16 07:23:32,2024-12-16 08:00:32,2024-12-17 17:00:32,N,2
TCKT00550,Agent_6,CUST2765,Feature Request,Email,2025-02-18 09:21:16,2025-02-18 11:28:16,2025-02-19 12:28:16,Y,4
TCKT00551,Agent_3,CUST9172,Login Issue,Phone,2025-05-14 08:32:39,2025-05-14 10:39:39,2025-05-17 03:39:39,Y,5
TCKT00552,Agent_9,CUST3903,Account Suspension,Email,2025-01-10 00:31:55,2025-01-10 02:31:55,2025-01-12 16:31:55,Y,1
TCKT00553,Agent_9,CUST7302,Feature Request,Phone,2025-04-18 08:01:54,2025-04-18 09:50:54,2025-04-20 03:50:54,Y,3
TCKT00554,Agent_5,CUST8419,Payment Failure,Email,2025-02-04 11:40:06,2025-02-04 13:31:06,2025-02-06 09:31:06,N,5
TCKT00555,Agent_5,CUST9975,Bug Report,Phone,2025-01-15 23:53:41,2025-01-16 03:02:41,2025-01-18 21:02:41,Y,2
TCKT00556,Agent_6,CUST3173,Payment Failure,Phone,2025-05-08 13:15:17,2025-05-08 14:18:17,2025-05-10 04:18:17,N,1
TCKT00557,Agent_9,CUST8870,Account Suspension,Phone,2025-03-11 09:58:15,2025-03-11 13:22:15,2025-03-13 11:22:15,N,5
TCKT00558,Agent_1,CUST9564,Login Issue,Email,2025-04-01 17:53:07,2025-04-01 19:16:07,2025-04-04 02:16:07,N,2
TCKT00559,Agent_4,CUST5374,Payment Failure,Chat,2025-05-01 15:31:01,2025-05-01 15:54:01,2025-05-01 23:54:01,N,2
TCKT00560,Agent_5,CUST4342,Account Suspension,Email,2025-03-08 16:02:01,2025-03-08 19:46:01,2025-03-09 03:46:01,N,4
TCKT00561,Agent_4,CUST7371,Payment Failure,Phone,2025-04-03 12:53:01,2025-04-03 13:29:01,2025-04-06 13:29:01,N,1
TCKT00562,Agent_7,CUST6122,Account Suspension,Email,2024-12-17 11:55:56,2024-12-17 13:42:56,2024-12-19 15:42:56,Y,3
TCKT00563,Agent_4,CUST7025,Account Suspension,Phone,2025-01-06 08:14:18,2025-01-06 09:15:18,2025-01-08 18:15:18,Y,2
TCKT00564,Agent_3,CUST2220,Payment Failure,Email,2024-12-30 05:31:48,2024-12-30 06:56:48,2025-01-01 16:56:48,Y,4
TCKT00565,Agent_5,CUST5329,Payment Failure,Email,2025-06-05 02:26:32,2025-06-05 02:46:32,2025-06-07 09:46:32,N,1
TCKT00566,Agent_3,CUST1654,Payment Failure,Chat,2025-04-28 19:15:11,2025-04-28 20:49:11,2025-05-01 08:49:11,Y,5
TCKT00567,Agent_8,CUST6866,Login Issue,Phone,2025-06-09 03:28:50,2025-06-09 07:13:50,2025-06-10 22:13:50,N,5
TCKT00568,Agent_9,CUST2117,Account Suspension,Email,2025-01-13 13:30:41,2025-01-13 14:36:41,2025-01-14 14:36:41,N,5
TCKT00569,Agent_2,CUST6724,Payment Failure,Email,2025-03-31 13:30:12,2025-03-31 15:57:12,2025-04-02 19:57:12,N,3
TCKT00570,Agent_4,CUST9691,Feature Request,Phone,2024-12-22 14:46:17,2024-12-22 16:28:17,2024-12-24 06:28:17,Y,1
TCKT00571,Agent_8,CUST4937,Account Suspension,Phone,2025-05-26 16:21:46,2025-05-26 19:22:46,2025-05-28 16:22:46,Y,1
TCKT00572,Agent_7,CUST2857,Feature Request,Chat,2025-02-25 07:32:22,2025-02-25 10:36:22,2025-02-27 04:36:22,N,1
TCKT00573,Agent_9,CUST9335,Feature Request,Chat,2025-04-07 17:33:34,2025-04-07 19:55:34,2025-04-09 19:55:34,Y,3
TCKT00574,Agent_6,CUST9419,Login Issue,Email,2025-04-01 21:49:18,2025-04-02 01:48:18,2025-04-03 02:48:18,Y,5
